# d=-12 u_star=-98.114729439 m=-1.03363159027 C=1.06839426441
# s  F2_minus_ustar
-0.2145 -0.229125776062
-0.21285 -0.227365278241
-0.2112 -0.225604787559
-0.20955 -0.223844300994
-0.2079 -0.222083816494
-0.20625 -0.220323331989
-0.2046 -0.218562845487
-0.20295 -0.216802355395
-0.2013 -0.215041860061
-0.19965 -0.213281358209
-0.198 -0.211520848243
-0.19635 -0.209760329565
-0.1947 -0.207999809663
-0.19305 -0.206239293274
-0.1914 -0.204478764808
-0.18975 -0.202718223169
-0.1881 -0.200957667868
-0.18645 -0.199197097874
-0.1848 -0.197436512923
-0.18315 -0.195675912298
-0.1815 -0.193915295288
-0.17985 -0.19215466161
-0.1782 -0.190394010768
-0.17655 -0.188633342222
-0.1749 -0.186872655742
-0.17325 -0.185111951073
-0.1716 -0.183351227581
-0.16995 -0.181590485234
-0.1683 -0.17982972362
-0.16665 -0.178144031355
-0.165 -0.176383875419
-0.16335 -0.174623689327
-0.1617 -0.172863472774
-0.16005 -0.171099314512
-0.1584 -0.169338782754
-0.15675 -0.167578221607
-0.1551 -0.165807116013
-0.15345 -0.164047004931
-0.1518 -0.162286866829
-0.15015 -0.160526700839
-0.1485 -0.158766507562
-0.14685 -0.157006286592
-0.1452 -0.155246037468
-0.14355 -0.153485760438
-0.1419 -0.151725455478
-0.14025 -0.149964895231
-0.1386 -0.148201110144
-0.13695 -0.146437332839
-0.1353 -0.14467356432
-0.13365 -0.142909803316
-0.132 -0.141183163137
-0.13035 -0.139419305137
-0.1287 -0.137655452689
-0.12705 -0.13589160609
-0.1254 -0.134127764547
-0.12375 -0.132363927585
-0.1221 -0.130600095144
-0.12045 -0.128836266432
-0.1188 -0.12707244168
-0.11715 -0.125321688901
-0.1155 -0.123557955468
-0.11385 -0.121794223519
-0.1122 -0.120030492313
-0.11055 -0.118266761334
-0.1089 -0.116503030225
-0.10725 -0.114739298681
-0.1056 -0.112975566566
-0.10395 -0.111211833254
-0.1023 -0.109448098262
-0.10065 -0.107684361315
-0.099 -0.10592062182
-0.09735 -0.104171189564
-0.0957 -0.102407454347
-0.09405 -0.100646821607
-0.0924 -0.0988863877865
-0.09075 -0.097125913204
-0.0891 -0.0953653980453
-0.08745 -0.0936048418745
-0.0858 -0.0918442449812
-0.08415 -0.0900836066845
-0.0825 -0.088322926794
-0.08085 -0.0865622052215
-0.0792 -0.0848014418863
-0.07755 -0.0830406365477
-0.0759 -0.0812797889182
-0.07425 -0.0795177239721
-0.0726 -0.0777535427627
-0.07095 -0.0759893520452
-0.0693 -0.0742251517801
-0.06765 -0.0723528619866
-0.066 -0.0705909314877
-0.06435 -0.0688289887806
-0.0627 -0.0670670331454
-0.06105 -0.0653050642989
-0.0594 -0.0635430820494
-0.05775 -0.0617810859245
-0.0561 -0.0600190753516
-0.05445 -0.0582570499987
-0.0528 -0.0564950097008
-0.05115 -0.0547329561813
-0.0495 -0.0529708878684
-0.04785 -0.0512088032871
-0.0462 -0.0494467022153
-0.04455 -0.0476845843304
-0.0429 -0.0459224489389
-0.04125 -0.0441602960045
-0.0396 -0.0423895665179
-0.03795 -0.0406275374296
-0.0363 -0.0388654884585
-0.03465 -0.0371034186863
