# d=-12.2 u_star=-98.0121900131 m=-1.06901579073 C=1.14279476084
# s  F2_minus_ustar
-0.6963 -0.794603081371
-0.69465 -0.792710042455
-0.693 -0.7908065262
-0.69135 -0.788898522107
-0.6897 -0.786990817868
-0.68805 -0.785083413013
-0.6864 -0.783176306759
-0.68475 -0.781269498764
-0.6831 -0.779362989012
-0.68145 -0.777456776687
-0.6798 -0.775550861712
-0.67815 -0.773645243227
-0.6765 -0.771739921294
-0.67485 -0.769834826429
-0.6732 -0.767929895828
-0.67155 -0.7660252686
-0.6699 -0.764120944387
-0.66825 -0.762216923069
-0.6666 -0.760313203707
-0.66495 -0.758409786254
-0.6633 -0.756506670431
-0.66165 -0.754603855614
-0.66 -0.752701341413
-0.65835 -0.750799127141
-0.6567 -0.748897213082
-0.65505 -0.746995598667
-0.6534 -0.745094282961
-0.65175 -0.74319326597
-0.6501 -0.741292547147
-0.64845 -0.739392126448
-0.6468 -0.737492002985
-0.64515 -0.735592176577
-0.6435 -0.733692646907
-0.64185 -0.731793413563
-0.6402 -0.729822241984
-0.63855 -0.727928904984
-0.6369 -0.726035873944
-0.63525 -0.724143160024
-0.6336 -0.722250763563
-0.63195 -0.720358683848
-0.6303 -0.718466920433
-0.62865 -0.716575473046
-0.627 -0.714684341529
-0.62535 -0.712793525397
-0.6237 -0.710903024723
-0.62205 -0.709012838732
-0.6204 -0.707122967061
-0.61875 -0.70523340956
-0.6171 -0.703344166271
-0.61545 -0.701455236359
-0.6138 -0.699566619858
-0.61215 -0.697678316109
-0.6105 -0.695790324877
-0.60885 -0.693902646012
-0.6072 -0.692086284232
-0.60555 -0.690196309532
-0.6039 -0.688306615815
-0.60225 -0.686417202744
-0.6006 -0.684528069729
-0.59895 -0.682639216781
-0.5973 -0.680750643417
-0.59565 -0.678862349209
-0.594 -0.676974334008
-0.59235 -0.675086597171
-0.5907 -0.673199138435
-0.58905 -0.671311957635
-0.5874 -0.669425054356
-0.58575 -0.667538428135
-0.5841 -0.665652078822
-0.58245 -0.663766005781
-0.5808 -0.661880208684
-0.57915 -0.659994687409
-0.5775 -0.658109441579
-0.57585 -0.656224470882
-0.5742 -0.654339874477
-0.57255 -0.652455589022
-0.5709 -0.650571591454
-0.56925 -0.648687881648
